id,name,full_name,owner_login,owner_type,html_url,description,homepage,language,topics,license_key,license_name,default_branch,created_at,updated_at,pushed_at,size_kb,stargazers_count,forks_count,open_issues_count,watchers_count,has_issues,has_wiki,has_pages,is_template,archived,disabled,visibility,allow_forking,network_count,subscribers_count
6498492,javascript,airbnb/javascript,airbnb,Organization,https://github.com/airbnb/javascript,JavaScript Style Guide,,JavaScript,arrow-functions;es2015;es2016;es2017;es2018;es6;eslint;javascript;linting;naming-conventions;style-guide;style-linter;styleguide;tc39,mit,MIT License,master,2012-11-01T23:13:50Z,2025-08-23T00:06:28Z,2024-12-09T06:56:18Z,3689,147290,26784,177,147290,True,True,True,False,False,False,public,True,,
233472199,Microsoft-Activation-Scripts,massgravel/Microsoft-Activation-Scripts,massgravel,Organization,https://github.com/massgravel/Microsoft-Activation-Scripts,"Open-source Windows and Office activator featuring HWID, Ohook, TSforge, KMS38, and Online KMS activation methods, along with advanced troubleshooting.",https://massgrave.dev,Batchfile,activator;hwid;kms;kms38;massgrave;massgravel;microsoft;microsoft365;office;office365;ohook;powershell;tsforge;windows;windows-10;windows-11,gpl-3.0,GNU General Public License v3.0,master,2020-01-12T23:03:34Z,2025-08-23T00:28:23Z,2025-08-10T21:18:38Z,12049,145622,14149,0,145622,True,False,False,False,False,False,public,True,,
1039520,youtube-dl,ytdl-org/youtube-dl,ytdl-org,Organization,https://github.com/ytdl-org/youtube-dl,Command-line program to download videos from YouTube.com and other video sites,http://ytdl-org.github.io/youtube-dl/,Python,,unlicense,The Unlicense,master,2010-10-31T14:35:07Z,2025-08-22T23:39:34Z,2025-05-04T11:53:05Z,65579,136946,10440,4139,136946,True,False,True,False,False,False,public,True,,
70107786,next.js,vercel/next.js,vercel,Organization,https://github.com/vercel/next.js,The React Framework,https://nextjs.org,JavaScript,blog;browser;compiler;components;hybrid;nextjs;node;react;server-rendering;ssg;static;static-site-generator;universal;vercel,mit,MIT License,canary,2016-10-05T23:32:51Z,2025-08-22T23:24:42Z,2025-08-23T00:34:13Z,2324296,133929,29134,3305,133929,True,False,False,False,False,False,public,True,,
574523116,awesome-chatgpt-prompts,f/awesome-chatgpt-prompts,f,User,https://github.com/f/awesome-chatgpt-prompts,This repo includes ChatGPT prompt curation to use ChatGPT and other LLM tools better.,https://prompts.chat,JavaScript,bots;chatbot;chatgpt;chatgpt-api;language,cc0-1.0,Creative Commons Zero v1.0 Universal,main,2022-12-05T13:54:13Z,2025-08-22T23:07:59Z,2025-08-02T07:30:17Z,1737,133051,17665,280,133051,False,False,True,False,False,False,public,True,,
193215554,n8n,n8n-io/n8n,n8n-io,Organization,https://github.com/n8n-io/n8n,"Fair-code workflow automation platform with native AI capabilities. Combine visual building with custom code, self-host or cloud, 400+ integrations.",https://n8n.io,TypeScript,ai;apis;automation;cli;data-flow;development;integration-framework;integrations;ipaas;low-code;low-code-platform;mcp;mcp-client;mcp-server;n8n;no-code;self-hosted;typescript;workflow;workflow-automation,other,Other,master,2019-06-22T09:24:21Z,2025-08-23T00:40:31Z,2025-08-22T19:52:22Z,245524,131921,41005,1063,131921,True,False,True,False,False,False,public,True,,
23096959,go,golang/go,golang,Organization,https://github.com/golang/go,The Go programming language,https://go.dev,Go,go;golang;language;programming-language,bsd-3-clause,"BSD 3-Clause ""New"" or ""Revised"" License",master,2014-08-19T04:33:40Z,2025-08-22T23:09:50Z,2025-08-22T22:46:49Z,407681,129537,18344,9507,129537,True,True,False,False,False,False,public,True,,
62607227,tech-interview-handbook,yangshun/tech-interview-handbook,yangshun,User,https://github.com/yangshun/tech-interview-handbook,💯 Curated coding interview preparation materials for busy software engineers,https://www.techinterviewhandbook.org,TypeScript,algorithm;algorithm-interview;algorithm-interview-questions;algorithms;behavioral-interviews;coding-interviews;interview-practice;interview-preparation;interview-questions;system-design,mit,MIT License,main,2016-07-05T05:00:48Z,2025-08-23T00:32:37Z,2025-07-10T00:25:52Z,32795,128972,15693,54,128972,True,True,False,False,False,False,public,True,,
241576270,fucking-algorithm,labuladong/fucking-algorithm,labuladong,User,https://github.com/labuladong/fucking-algorithm,"刷算法全靠套路，认准 labuladong 就够了！English version supported! Crack LeetCode, not only how, but also why.",https://labuladong.online/algo/,Markdown,algorithms;computer-science;data-structures;dynamic-programming;dynamic-programming-algorithm;interview-questions;kmp;leetcode,,,master,2020-02-19T09:01:23Z,2025-08-22T20:27:39Z,2025-01-31T06:30:22Z,126276,128961,23412,43,128961,True,True,False,False,False,False,public,True,,
111583593,scrcpy,Genymobile/scrcpy,Genymobile,Organization,https://github.com/Genymobile/scrcpy,Display and control your Android device,,C,android;c;ffmpeg;libav;mirroring;recording;screen;sdl2,apache-2.0,Apache License 2.0,master,2017-11-21T18:00:27Z,2025-08-23T00:29:50Z,2025-08-12T17:04:09Z,7586,126960,11900,2513,126960,True,True,False,False,False,False,public,True,,
58028038,HelloGitHub,521xueweihan/HelloGitHub,521xueweihan,User,https://github.com/521xueweihan/HelloGitHub,":octocat: 分享 GitHub 上有趣、入门级的开源项目。Share interesting, entry-level open source projects on GitHub.",https://hellogithub.com,Python,awesome;github;hellogithub;python,,,master,2016-05-04T06:24:11Z,2025-08-23T00:07:26Z,2025-07-30T17:30:00Z,8752,125966,10677,216,125966,True,False,False,False,False,False,public,True,,
112507086,30-seconds-of-code,Chalarangelo/30-seconds-of-code,Chalarangelo,User,https://github.com/Chalarangelo/30-seconds-of-code,Coding articles to level up your development skills,https://30secondsofcode.org/,JavaScript,astro;awesome-list;css;education;es6-javascript;git;html;javascript;learn-to-code;learning-resources;nodejs;programming;snippets,cc-by-4.0,Creative Commons Attribution 4.0 International,master,2017-11-29T17:35:03Z,2025-08-22T22:54:15Z,2025-08-21T04:46:35Z,740362,125056,12303,0,125056,True,False,False,False,False,False,public,True,,
29028775,react-native,facebook/react-native,facebook,Organization,https://github.com/facebook/react-native,A framework for building native applications using React,https://reactnative.dev,C++,android;app-framework;cross-platform;ios;mobile;mobile-development;react;react-native,mit,MIT License,main,2015-01-09T18:10:16Z,2025-08-22T23:48:03Z,2025-08-22T19:09:42Z,932027,123507,24824,1030,123507,True,True,True,False,False,False,public,True,,
307260205,yt-dlp,yt-dlp/yt-dlp,yt-dlp,Organization,https://github.com/yt-dlp/yt-dlp,A feature-rich command-line audio/video downloader,https://discord.gg/H5MNcFW63r,Python,cli;downloader;python;sponsorblock;youtube-dl;youtube-downloader;yt-dlp,unlicense,The Unlicense,master,2020-10-26T04:22:55Z,2025-08-23T00:20:03Z,2025-08-23T00:05:11Z,56484,123400,9828,2000,123400,True,True,True,False,False,False,public,True,,
184456251,PowerToys,microsoft/PowerToys,microsoft,Organization,https://github.com/microsoft/PowerToys,Windows system utilities to maximize productivity,,C#,color-picker;desktop;fancyzones;keyboard-manager;microsoft-powertoys;powerrename;powertoys;windows,mit,MIT License,main,2019-05-01T17:44:02Z,2025-08-23T00:18:17Z,2025-08-22T19:20:23Z,444065,122475,7314,7078,122475,True,True,False,False,False,False,public,True,,
9384267,electron,electron/electron,electron,Organization,https://github.com/electron/electron,":electron: Build cross-platform desktop apps with JavaScript, HTML, and CSS",https://electronjs.org,C++,c-plus-plus;chrome;css;electron;html;javascript;nodejs;v8;works-with-codespaces,mit,MIT License,main,2013-04-12T01:47:36Z,2025-08-23T00:32:44Z,2025-08-22T18:59:33Z,179570,117995,16351,864,117995,True,False,False,False,False,False,public,True,,
20580498,kubernetes,kubernetes/kubernetes,kubernetes,Organization,https://github.com/kubernetes/kubernetes,Production-Grade Container Scheduling and Management,https://kubernetes.io,Go,cncf;containers;go;kubernetes,apache-2.0,Apache License 2.0,master,2014-06-06T22:56:04Z,2025-08-23T00:00:24Z,2025-08-21T14:01:22Z,1392465,117020,41216,2637,117020,True,False,False,False,False,False,public,True,,
561730219,hello-algo,krahets/hello-algo,krahets,User,https://github.com/krahets/hello-algo,"《Hello 算法》：动画图解、一键运行的数据结构与算法教程。支持 Python, Java, C++, C, C#, JS, Go, Swift, Rust, Ruby, Kotlin, TS, Dart 代码。简体版和繁体版同步更新，English version in translation",https://www.hello-algo.com,Java,algo;algorithm;algorithms;book;data-structure;data-structures;data-structures-and-algorithms;dsa;education;leetcode;programming,other,Other,main,2022-11-04T11:08:34Z,2025-08-22T23:45:54Z,2025-08-05T18:33:00Z,365963,115665,14296,27,115665,True,False,True,False,False,False,public,True,,
14098069,free-programming-books-zh_CN,justjavac/free-programming-books-zh_CN,justjavac,User,https://github.com/justjavac/free-programming-books-zh_CN,:books: 免费的计算机编程类中文书籍，欢迎投稿,http://weibo.com/justjavac,,android;angular;books;free;ios;javascript;kotlin;pdf;programming;python;react;react-native;swift;vue,gpl-3.0,GNU General Public License v3.0,main,2013-11-04T01:59:19Z,2025-08-23T00:28:35Z,2024-07-15T08:55:20Z,1059,115039,28351,31,115039,False,False,False,False,False,False,public,True,,
552661142,langchain,langchain-ai/langchain,langchain-ai,Organization,https://github.com/langchain-ai/langchain,🦜🔗 Build context-aware reasoning applications 🦜🔗,https://python.langchain.com,Jupyter Notebook,ai;anthropic;gemini;langchain;llm;openai;python,mit,MIT License,master,2022-10-17T02:58:36Z,2025-08-23T00:30:07Z,2025-08-22T23:21:29Z,467499,114031,18693,351,114031,True,False,False,False,False,False,public,True,,
27193779,node,nodejs/node,nodejs,Organization,https://github.com/nodejs/node,Node.js JavaScript runtime ✨🐢🚀✨,https://nodejs.org,JavaScript,javascript;js;linux;macos;mit;node;nodejs;runtime;windows,other,Other,main,2014-11-26T19:57:11Z,2025-08-22T23:12:51Z,2025-08-22T19:23:40Z,1328132,112883,32744,2341,112883,True,False,False,False,False,False,public,True,,
626805178,dify,langgenius/dify,langgenius,Organization,https://github.com/langgenius/dify,Production-ready platform for agentic workflow development.,https://dify.ai,TypeScript,agent;agentic-ai;agentic-framework;agentic-workflow;ai;automation;gemini;genai;gpt;gpt-4;llm;low-code;mcp;nextjs;no-code;openai;orchestration;python;rag;workflow,other,Other,main,2023-04-12T07:40:24Z,2025-08-22T23:19:14Z,2025-08-22T18:31:57Z,112818,111766,17077,801,111766,True,False,False,False,False,False,public,True,,
943149,d3,d3/d3,d3,Organization,https://github.com/d3/d3,"Bring data to life with SVG, Canvas and HTML. :bar_chart::chart_with_upwards_trend::tada:",https://d3js.org,Shell,chart;charts;d3;data-visualization;svg;visualization,isc,ISC License,main,2010-09-27T17:22:42Z,2025-08-22T19:19:56Z,2025-07-27T11:30:40Z,59341,111336,22839,22,111336,True,False,True,False,False,False,public,True,,
32484381,free-for-dev,ripienaar/free-for-dev,ripienaar,User,https://github.com/ripienaar/free-for-dev,"A list of SaaS, PaaS and IaaS offerings that have free tiers of interest to devops and infradev",https://free-for.dev/,HTML,awesome-list;free-for-developers,,,master,2015-03-18T21:06:26Z,2025-08-22T23:44:26Z,2025-08-22T13:37:03Z,8936,110646,11399,13,110646,False,False,True,False,False,False,public,True,,
576201,three.js,mrdoob/three.js,mrdoob,User,https://github.com/mrdoob/three.js,JavaScript 3D Library.,https://threejs.org/,JavaScript,3d;augmented-reality;canvas;html5;javascript;svg;virtual-reality;webaudio;webgl;webgl2;webgpu;webxr,mit,MIT License,dev,2010-03-23T18:58:01Z,2025-08-23T00:30:29Z,2025-08-22T19:38:06Z,1458106,108235,35971,597,108235,True,True,True,False,False,False,public,True,,
701547123,open-webui,open-webui/open-webui,open-webui,Organization,https://github.com/open-webui/open-webui,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)",https://openwebui.com,JavaScript,ai;llm;llm-ui;llm-webui;llms;mcp;ollama;ollama-webui;open-webui;openai;openapi;rag;self-hosted;ui;webui,other,Other,main,2023-10-06T22:08:27Z,2025-08-23T00:37:28Z,2025-08-22T22:57:03Z,265935,107552,14567,271,107552,True,True,False,False,False,False,public,True,,
23088740,axios,axios/axios,axios,Organization,https://github.com/axios/axios,Promise based HTTP client for the browser and node.js,https://axios-http.com,JavaScript,hacktoberfest;http-client;javascript;nodejs;promise,mit,MIT License,v1.x,2014-08-18T22:30:27Z,2025-08-22T22:00:22Z,2025-08-21T15:41:06Z,21232,107441,11192,358,107441,True,False,False,False,False,False,public,True,,
724712,rust,rust-lang/rust,rust-lang,Organization,https://github.com/rust-lang/rust,Empowering everyone to build reliable and efficient software.,https://www.rust-lang.org,Rust,compiler;hacktoberfest;language;rust,other,Other,master,2010-06-16T20:39:03Z,2025-08-23T00:22:06Z,2025-08-22T21:43:08Z,754340,105966,13674,11486,105966,True,False,False,False,False,False,public,True,,
231283452,excalidraw,excalidraw/excalidraw,excalidraw,Organization,https://github.com/excalidraw/excalidraw,Virtual whiteboard for sketching hand-drawn like diagrams,https://excalidraw.com,TypeScript,canvas;collaboration;diagrams;drawing;hacktoberfest;productivity;whiteboard,mit,MIT License,master,2020-01-02T01:04:43Z,2025-08-23T00:36:48Z,2025-08-22T17:28:21Z,93598,105807,10646,2311,105807,True,False,False,False,False,False,public,True,,
20929025,TypeScript,microsoft/TypeScript,microsoft,Organization,https://github.com/microsoft/TypeScript,TypeScript is a superset of JavaScript that compiles to clean JavaScript output.,https://www.typescriptlang.org,TypeScript,javascript;language;typechecker;typescript,apache-2.0,Apache License 2.0,main,2014-06-17T15:28:39Z,2025-08-22T21:57:11Z,2025-08-22T21:17:19Z,2854632,105669,12963,6064,105669,True,True,False,False,False,False,public,True,,
599320067,langflow,langflow-ai/langflow,langflow-ai,Organization,https://github.com/langflow-ai/langflow,Langflow is a powerful tool for building and deploying AI-powered agents and workflows.,http://www.langflow.org,Python,agents;chatgpt;generative-ai;large-language-models;multiagent;react-flow,mit,MIT License,main,2023-02-08T22:28:03Z,2025-08-23T00:36:16Z,2025-08-23T00:28:13Z,819237,104496,7403,860,104496,True,True,True,False,False,False,public,True,,
133442384,deno,denoland/deno,denoland,Organization,https://github.com/denoland/deno,A modern runtime for JavaScript and TypeScript.,https://deno.com,Rust,deno;javascript;rust;typescript,mit,MIT License,main,2018-05-15T01:34:26Z,2025-08-22T23:49:40Z,2025-08-22T23:49:36Z,178877,103990,5689,2359,103990,True,True,False,False,False,False,public,True,,
103633984,nodebestpractices,goldbergyoni/nodebestpractices,goldbergyoni,User,https://github.com/goldbergyoni/nodebestpractices,:white_check_mark:  The Node.js best practices list (July 2024),https://twitter.com/nodepractices/,Dockerfile,best-practices;es6;eslint;express;expressjs;javascript;jest;microservices;mocha;node-js;nodejs;nodejs-development;npm;rest;style-guide;styleguide;testing;types,cc-by-sa-4.0,Creative Commons Attribution Share Alike 4.0 International,master,2017-09-15T08:33:19Z,2025-08-22T22:57:48Z,2025-04-15T21:52:42Z,69535,103979,10585,82,103979,True,False,False,False,False,False,public,True,,
63537249,create-react-app,facebook/create-react-app,facebook,Organization,https://github.com/facebook/create-react-app,Set up a modern web app by running one command.,https://create-react-app.dev,JavaScript,build-tools;react;zero-configuration,mit,MIT License,main,2016-07-17T14:55:11Z,2025-08-23T00:17:27Z,2025-02-15T01:32:11Z,25186,103454,27069,2330,103454,True,False,True,False,False,False,public,True,,
